Initializing Wing Monitor Controller...
Using Config: IP=192.168.1.70, MockMode=true
[INFO] Running in MOCK MODE
Server running on http://localhost:3001/
Wing Controller connected and ready
Client connected
Client connected
Client connected
Client connected
Client connected
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.75}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.77}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.77}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.79}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.79}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.795}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.795}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.815}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.815}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.815}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.815}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.815}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.815}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.83}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.83}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.835}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.835}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.85}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.85}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.87}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.87}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.875}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.875}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.88}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.88}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.88}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.88}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.89}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.89}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.89}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.89}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.89}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.89}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.895}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.895}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.895}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.895}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.895}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.895}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.89}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.89}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.88}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.88}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.875}]
